results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
0.72765809,,0.375,413.3,413.2,he,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.375,413.7,413.3,applied,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.42793384,414.0,413.7,that,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.74029225,414.5,414.0,acceptance,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.72191632,414.8,414.5,rate,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.91283858,415.0,414.9,to,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.64041114,415.1,415.0,the,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.91283858,415.3,415.1,current,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.47929537,415.8,415.3,situation,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.72676212,416.0,415.8,there,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.91283858,416.1,416.0,should,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.39446867,416.2,416.1,be,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.52814579,416.4,416.2,no,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.90003014,416.6,416.4,more,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.8266111,417.0,416.6,problem,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.65319282,418.2,417.8,although,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.91283858,418.5,418.2,there's,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.64041114,418.6,418.5,a,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.91283858,419.0,418.6,sudden,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.50930363,419.8,419.2,influx,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.35019794,420.2,419.8,or,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.91283858,420.3,420.2,so,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.53427273,420.6,420.3,that,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.68864053,422.2,421.6,incoming,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.60732239,422.3,422.2,of,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.77249539,422.4,422.3,the,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.73379469,422.7,422.4,large,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.71880525,423.0,422.7,number,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.46207154,423.3,423.0,at,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.69443423,423.8,423.6,this,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.58402538,424.2,423.8,year,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.72191632,425.3,424.9,last,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.72765809,,0.36837587,425.6,425.3,year,1.0,en-us,427.22658,,,,,,,,,,,,,,,,,,,,,,,
0.88853484, and right now the if the numbers were maintained and since there was no problem in maintaining that particular acceptance rate if he applied that acceptance rate to the current situation there should be a normal problem although there's a sudden influx or so that incoming of the large number at this year last year,0.91283858,404.8,404.4,and,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,405.4,405.2,right,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,405.9,405.4,now,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,406.5,406.2,the,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,406.7,406.5,if,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,406.8,406.7,the,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,407.2,406.8,numbers,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,407.3,407.2,were,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,408.0,407.3,maintained,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,408.6,408.3,and,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,409.3,409.1,since,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,409.4,409.3,there,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,409.5,409.4,was,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,409.7,409.5,no,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,410.1,409.7,problem,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,410.3,410.1,in,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,410.8,410.3,maintaining,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,411.2,410.8,that,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,411.7,411.3,particular,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,412.2,411.7,acceptance,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,412.6,412.2,rate,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,413.2,413.0,if,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,413.3,413.2,he,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,413.8,413.3,applied,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,414.0,413.8,that,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,414.5,414.0,acceptance,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,414.8,414.5,rate,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,415.0,414.9,to,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,415.1,415.0,the,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,415.3,415.1,current,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,415.8,415.3,situation,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,416.0,415.8,there,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,416.1,416.0,should,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,416.2,416.1,be,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,416.3,416.2,a,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,416.6,416.3,normal,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,417.0,416.6,problem,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,418.2,417.8,although,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,418.5,418.2,there's,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,418.6,418.5,a,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,419.0,418.6,sudden,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,419.8,419.0,influx,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,420.2,419.8,or,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,420.3,420.2,so,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,420.7,420.3,that,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,422.2,421.6,incoming,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.91283858,422.4,422.2,of,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.64150208,422.4,422.4,the,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.88236272,422.7,422.4,large,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.70847702,423.0,422.7,number,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.7276938,423.3,423.0,at,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.76953673,423.8,423.6,this,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.74642283,424.2,423.8,year,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.78912723,425.3,425.0,last,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.88853484,,0.70089316,425.6,425.3,year,1.0,en-us,427.25665,,,,,,,,,,,,,,,,,,,,,,,
0.86813086, we cannot accept more than what he had done previously without a safe angry life,0.91283858,428.3,427.8,we,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,428.6,428.3,cannot,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,428.9,428.6,accept,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,429.2,428.9,more,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,429.3,429.2,than,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,429.5,429.3,what,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,429.6,429.5,he,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,429.8,429.6,had,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,430.0,429.8,done,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,430.5,430.0,previously,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,430.8,430.5,without,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,430.8,430.8,a,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.91283858,431.2,430.8,safe,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.47170299,431.4,431.2,angry,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.86813086,,0.68335837,431.8,431.4,life,1.0,en-us,435.735831,,,,,,,,,,,,,,,,,,,,,,,
0.89463431, we cannot accept more than what he had done previously without a safe family life,0.91283858,428.3,427.8,we,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,428.6,428.3,cannot,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,428.9,428.6,accept,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,429.1,428.9,more,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,429.3,429.1,than,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,429.5,429.3,what,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.76747608,429.6,429.5,he,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,429.8,429.6,had,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,430.0,429.8,done,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.80082172,430.5,430.0,previously,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.89769673,430.8,430.5,without,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,430.8,430.8,a,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,431.1,430.8,safe,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.91283858,431.4,431.1,family,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
0.89463431,,0.9122954,431.8,431.4,life,1.0,en-us,435.805992,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,en-us,440.877466,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,en-us,440.957646,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,en-us,444.585854,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,en-us,444.656015,,,,,,,,,,,,,,,,,,,,,,,
0.88194615, all right so well yeah I do agree we do in in a sense that since we have already signed their confession the government holds the responsibility to educate at least people about these conventions and are the country's responsibility International Society about refugees yeah I mean because because government lacks that I think that this kind of problem happens inside,0.76145279,448.0,447.9,all,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.76145267,448.3,448.0,right,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.84002864,448.8,448.3,so,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,450.4,450.1,well,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.87085587,450.6,450.4,yeah,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,450.8,450.6,I,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.85509807,451.7,450.8,do,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,452.3,451.9,agree,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,452.5,452.3,we,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.9039607,453.0,452.5,do,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,453.6,453.0,in,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,454.2,454.0,in,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.87085587,454.2,454.2,a,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,454.6,454.2,sense,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.85612798,455.1,454.6,that,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.88847816,455.9,455.5,since,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,456.0,455.9,we,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,456.2,456.0,have,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.81058294,456.6,456.2,already,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,456.9,456.6,signed,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,457.1,456.9,their,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.76959234,457.9,457.1,confession,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,458.3,458.2,the,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,458.7,458.3,government,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,459.3,458.7,holds,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,459.4,459.3,the,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,460.2,459.4,responsibility,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.77923381,460.7,460.2,to,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.87085617,461.8,461.2,educate,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,461.9,461.8,at,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.9039607,462.3,461.9,least,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.88428044,463.0,462.5,people,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.89974451,463.4,463.0,about,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.89173985,463.7,463.4,these,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,464.4,463.7,conventions,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.84002864,464.8,464.4,and,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.78106797,465.2,464.9,are,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.89173985,465.5,465.2,the,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,466.1,465.5,country's,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.8218708,467.4,466.5,responsibility,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,468.1,467.4,International,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.81820476,468.7,468.1,Society,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.90272576,468.9,468.7,about,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,469.7,468.9,refugees,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.90272576,471.5,471.2,yeah,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,471.5,471.5,I,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.83017159,472.0,471.5,mean,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,472.7,472.2,because,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,473.0,472.7,because,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,473.4,473.0,government,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,473.7,473.4,lacks,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.76980352,474.2,473.7,that,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,474.9,474.8,I,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,475.2,474.9,think,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.81957513,475.7,475.2,that,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,475.9,475.7,this,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,476.1,475.9,kind,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,476.2,476.1,of,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,476.5,476.2,problem,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.91283858,476.9,476.5,happens,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.88194615,,0.87884057,477.2,476.9,inside,2.0,en-us,477.400098,,,,,,,,,,,,,,,,,,,,,,,
0.81841993, all right so well yeah I do agree we do in a sense that since we have already signed the confession the government holds the responsibility to educate at least people about these conventions and the are the country's responsibility International Society about refugees yeah I mean because because government lacks that I think that this kind of problem happened is that furry,0.77157569,448.1,448.0,all,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.77157545,448.3,448.1,right,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.87987775,448.8,448.3,so,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,450.4,450.1,well,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.88516241,450.6,450.4,yeah,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.86633158,450.8,450.6,I,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.87288308,451.7,450.8,do,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,452.3,451.9,agree,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,452.5,452.3,we,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.90333682,453.0,452.5,do,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.90243387,453.6,453.0,in,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.78304255,454.2,454.2,a,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.87626541,454.6,454.2,sense,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.7350629,455.1,454.6,that,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.77252221,455.9,455.5,since,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,456.0,455.9,we,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,456.2,456.0,have,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.74338418,456.5,456.2,already,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,456.9,456.5,signed,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,457.1,456.9,the,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.72780174,457.9,457.1,confession,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,458.3,458.2,the,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,458.7,458.3,government,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,459.3,458.7,holds,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.86808878,459.4,459.3,the,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.85040277,460.2,459.4,responsibility,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.72439522,460.7,460.2,to,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.75066692,461.8,461.3,educate,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,461.9,461.8,at,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.76740283,462.5,461.9,least,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.78061867,463.0,462.5,people,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.85040277,463.4,463.0,about,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.76669848,463.7,463.4,these,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,464.4,463.7,conventions,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.76669848,464.7,464.4,and,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.71259487,464.9,464.7,the,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.71460462,465.2,464.9,are,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.73449296,465.5,465.2,the,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.90952688,466.1,465.5,country's,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.71850878,467.4,466.5,responsibility,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.91283858,468.1,467.4,International,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.71738845,468.7,468.1,Society,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.76896,469.0,468.7,about,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.89637631,469.7,469.0,refugees,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
0.81841993,,0.67814535,471.5,471.2,yeah,2.0,en-us,477.660685,,,,,,,,,,,,,,,,,,,,,,,
